step,throughput,stationary
16841,0.0,0.0
16842,2.0,0.0
16843,1.0,0.0
16844,0.0,0.0
16845,0.0,0.0
16846,0.0,0.0
16847,2.0,0.0
16848,3.0,0.0
16849,2.0,0.0
16850,2.0,0.0
16851,2.0,0.0
16852,2.0,0.0
16853,1.0,0.0
16854,1.0,0.0
16855,2.0,0.0
16856,2.0,0.0
16857,1.0,0.0
16858,2.0,0.0
16859,0.0,0.0
16860,1.0,0.0
16861,2.0,0.0
16862,2.0,0.0
16863,1.0,0.0
16864,2.0,0.0
16865,2.0,0.0
16866,1.0,0.0
16867,2.0,0.0
16868,0.0,0.0
16869,3.0,0.0
16870,0.0,0.0
16871,0.0,0.0
16872,2.0,0.0
16873,1.0,0.0
16874,2.0,0.0
16875,0.0,0.0
16876,1.0,0.0
16877,2.0,0.0
16878,0.0,0.0
16879,0.0,0.0
16880,2.0,0.0
16881,0.0,0.0
16882,0.0,0.0
16883,1.0,0.0
16884,1.0,0.0
16885,1.0,0.0
16886,1.0,0.0
16887,2.0,0.0
16888,0.0,0.0
16889,1.0,0.0
16890,0.0,0.0
16891,1.0,0.0
16892,2.0,0.0
16893,1.0,0.0
16894,1.0,0.0
16895,0.0,0.0
16896,2.0,0.0
16897,2.0,0.0
16898,0.0,0.0
16899,1.0,0.0
16900,1.0,0.0
16901,0.0,0.0
16902,2.0,0.0
16903,1.0,0.0
16904,0.0,0.0
16905,2.0,0.0
16906,3.0,0.0
16907,1.0,0.0
16908,2.0,0.0
16909,2.0,0.0
16910,1.0,0.0
16911,1.0,0.0
16912,0.0,0.0
16913,3.0,0.0
16914,0.0,0.0
16915,2.0,0.0
16916,2.0,0.0
16917,2.0,0.0
16918,2.0,0.0
16919,1.0,0.0
16920,1.0,0.0
16921,1.0,0.0
16922,1.0,0.0
16923,2.0,0.0
16924,0.0,0.0
16925,1.0,0.0
16926,0.0,0.0
16927,0.0,0.0
16928,1.0,0.0
16929,1.0,0.0
16930,3.0,0.0
16931,2.0,0.0
16932,0.0,0.0
16933,1.0,0.0
16934,0.0,0.0
16935,2.0,0.0
16936,3.0,0.0
16937,0.0,0.0
16938,1.0,0.0
16939,1.0,0.0
16940,1.0,0.0
16941,0.0,0.0
16942,0.0,0.0
16943,1.0,0.0
16944,2.0,0.0
16945,0.0,0.0
16946,2.0,0.0
16947,0.0,0.0
16948,2.0,0.0
16949,1.0,0.0
16950,1.0,0.0
16951,1.0,0.0
16952,2.0,0.0
16953,0.0,0.0
16954,0.0,0.0
16955,2.0,0.0
16956,2.0,0.0
16957,1.0,0.0
16958,1.0,0.0
16959,0.0,0.0
16960,3.0,0.0
16961,0.0,0.0
16962,1.0,0.0
16963,2.0,0.0
16964,2.0,0.0
16965,2.0,0.0
16966,1.0,0.0
16967,0.0,0.0
16968,2.0,0.0
16969,0.0,0.0
16970,1.0,0.0
16971,1.0,0.0
16972,1.0,0.0
16973,0.0,0.0
16974,1.0,0.0
16975,2.0,0.0
16976,0.0,0.0
16977,1.0,0.0
16978,0.0,0.0
16979,1.0,0.0
16980,1.0,0.0
16981,3.0,0.0
16982,1.0,0.0
16983,0.0,0.0
16984,1.0,0.0
16985,2.0,0.0
16986,2.0,0.0
16987,1.0,0.0
16988,0.0,0.0
16989,0.0,0.0
16990,0.0,0.0
16991,0.0,0.0
16992,1.0,0.0
16993,2.0,0.0
16994,2.0,0.0
16995,1.0,0.0
16996,3.0,0.0
16997,2.0,0.0
16998,0.0,0.0
16999,3.0,0.0
17000,3.0,0.0
17001,3.0,0.0
17002,0.0,0.0
17003,0.0,0.0
17004,2.0,0.0
17005,2.0,0.0
17006,1.0,0.0
17007,1.0,0.0
17008,1.0,0.0
17009,1.0,0.0
17010,1.0,0.0
17011,0.0,0.0
17012,0.0,0.0
17013,3.0,0.0
17014,1.0,0.0
17015,1.0,0.0
17016,0.0,0.0
17017,1.0,0.0
17018,1.0,0.0
17019,1.0,0.0
17020,2.0,0.0
17021,0.0,0.0
17022,0.0,0.0
17023,2.0,0.0
17024,2.0,0.0
17025,1.0,0.0
17026,2.0,0.0
17027,1.0,0.0
17028,1.0,0.0
17029,1.0,0.0
17030,0.0,0.0
17031,0.0,0.0
17032,1.0,0.0
17033,1.0,0.0
17034,2.0,0.0
17035,1.0,0.0
17036,2.0,0.0
17037,2.0,0.0
17038,2.0,0.0
17039,1.0,0.0
17040,2.0,0.0
17041,2.0,0.0
17042,1.0,0.0
17043,0.0,0.0
17044,2.0,0.0
17045,1.0,0.0
17046,2.0,0.0
17047,3.0,0.0
17048,0.0,0.0
17049,0.0,0.0
17050,1.0,0.0
17051,0.0,0.0
17052,2.0,0.0
17053,1.0,0.0
17054,0.0,0.0
17055,0.0,0.0
17056,0.0,0.0
17057,0.0,0.0
17058,0.0,0.0
17059,1.0,0.0
17060,1.0,0.0
17061,1.0,0.0
17062,1.0,0.0
17063,2.0,0.0
17064,3.0,0.0
17065,2.0,0.0
17066,1.0,0.0
17067,2.0,0.0
17068,0.0,0.0
17069,1.0,0.0
17070,1.0,0.0
17071,1.0,0.0
17072,1.0,0.0
17073,0.0,0.0
17074,1.0,0.0
17075,0.0,0.0
17076,2.0,0.0
17077,1.0,0.0
17078,0.0,0.0
17079,2.0,0.0
17080,0.0,0.0
17081,0.0,0.0
17082,0.0,0.0
17083,1.0,0.0
17084,1.0,0.0
17085,0.0,0.0
17086,1.0,0.0
17087,1.0,0.0
17088,2.0,0.0
17089,1.0,0.0
17090,1.0,0.0
17091,1.0,0.0
17092,0.0,0.0
17093,2.0,0.0
17094,2.0,0.0
17095,1.0,0.0
17096,3.0,0.0
17097,1.0,0.0
17098,1.0,0.0
17099,1.0,0.0
17100,1.0,0.0
17101,0.0,0.0
17102,2.0,0.0
17103,2.0,0.0
17104,1.0,0.0
17105,0.0,0.0
17106,1.0,0.0
17107,2.0,0.0
17108,1.0,0.0
17109,1.0,0.0
17110,0.0,0.0
17111,2.0,0.0
17112,0.0,0.0
17113,4.0,0.0
17114,1.0,0.0
17115,1.0,0.0
17116,2.0,0.0
17117,1.0,0.0
17118,1.0,0.0
17119,1.0,0.0
17120,2.0,0.0
17121,1.0,0.0
17122,1.0,0.0
17123,0.0,0.0
17124,0.0,0.0
17125,1.0,0.0
17126,2.0,0.0
17127,2.0,0.0
17128,1.0,0.0
17129,1.0,0.0
17130,2.0,0.0
17131,0.0,0.0
17132,1.0,0.0
17133,1.0,0.0
17134,1.0,0.0
17135,0.0,0.0
17136,1.0,0.0
17137,1.0,0.0
17138,0.0,0.0
17139,1.0,0.0
17140,2.0,0.0
17141,0.0,0.0
17142,2.0,0.0
17143,1.0,0.0
17144,2.0,0.0
17145,1.0,0.0
17146,1.0,0.0
17147,3.0,0.0
17148,2.0,0.0
17149,2.0,0.0
17150,2.0,0.0
17151,3.0,0.0
17152,0.0,0.0
17153,2.0,0.0
17154,1.0,0.0
17155,0.0,0.0
17156,1.0,0.0
17157,0.0,0.0
17158,1.0,0.0
17159,0.0,0.0
17160,0.0,0.0
17161,2.0,0.0
17162,2.0,0.0
17163,0.0,0.0
17164,1.0,0.0
17165,0.0,0.0
17166,1.0,0.0
17167,3.0,0.0
17168,0.0,0.0
17169,1.0,0.0
17170,0.0,0.0
17171,2.0,0.0
17172,0.0,0.0
17173,0.0,0.0
17174,2.0,0.0
17175,2.0,0.0
17176,2.0,0.0
17177,3.0,0.0
17178,0.0,0.0
17179,0.0,0.0
17180,0.0,0.0
17181,3.0,0.0
17182,1.0,0.0
17183,1.0,0.0
17184,1.0,0.0
17185,0.0,0.0
17186,2.0,0.0
17187,1.0,0.0
17188,2.0,0.0
17189,1.0,0.0
17190,1.0,0.0
17191,1.0,0.0
17192,0.0,0.0
17193,1.0,0.0
17194,0.0,0.0
17195,0.0,0.0
17196,1.0,0.0
17197,0.0,0.0
17198,1.0,0.0
17199,3.0,0.0
17200,2.0,0.0
17201,1.0,0.0
17202,1.0,0.0
17203,1.0,0.0
17204,4.0,0.0
17205,0.0,0.0
17206,2.0,0.0
17207,1.0,0.0
17208,1.0,0.0
17209,0.0,0.0
17210,0.0,0.0
17211,1.0,0.0
17212,2.0,0.0
17213,0.0,0.0
17214,0.0,0.0
17215,0.0,0.0
17216,1.0,0.0
17217,2.0,0.0
17218,1.0,0.0
17219,2.0,0.0
17220,1.0,0.0
17221,2.0,0.0
17222,1.0,0.0
17223,1.0,0.0
17224,2.0,0.0
17225,1.0,0.0
17226,1.0,0.0
17227,4.0,0.0
17228,1.0,0.0
17229,1.0,0.0
17230,0.0,0.0
17231,3.0,0.0
17232,1.0,0.0
17233,0.0,0.0
17234,0.0,0.0
17235,0.0,0.0
17236,3.0,0.0
17237,2.0,0.0
17238,0.0,0.0
17239,2.0,0.0
17240,1.0,0.0
17241,0.0,0.0
17242,0.0,0.0
17243,1.0,0.0
17244,2.0,0.0
17245,2.0,0.0
17246,1.0,0.0
17247,1.0,0.0
17248,3.0,0.0
17249,1.0,0.0
17250,1.0,0.0
17251,1.0,0.0
17252,0.0,0.0
17253,2.0,0.0
17254,1.0,0.0
17255,0.0,0.0
17256,1.0,0.0
17257,0.0,0.0
17258,1.0,0.0
17259,1.0,0.0
17260,1.0,0.0
17261,2.0,0.0
17262,0.0,0.0
17263,1.0,0.0
17264,1.0,0.0
17265,1.0,0.0
17266,1.0,0.0
17267,0.0,0.0
17268,1.0,0.0
17269,2.0,0.0
17270,2.0,0.0
17271,1.0,0.0
17272,1.0,0.0
17273,1.0,0.0
17274,0.0,0.0
17275,0.0,0.0
17276,3.0,0.0
17277,1.0,0.0
17278,1.0,0.0
17279,1.0,0.0
17280,0.0,0.0
17281,1.0,0.0
17282,1.0,0.0
17283,2.0,0.0
17284,1.0,0.0
17285,1.0,0.0
17286,2.0,0.0
17287,2.0,0.0
17288,0.0,0.0
17289,1.0,0.0
17290,1.0,0.0
17291,3.0,0.0
17292,0.0,0.0
17293,0.0,0.0
17294,2.0,0.0
17295,1.0,0.0
17296,1.0,0.0
17297,0.0,0.0
17298,0.0,0.0
17299,0.0,0.0
17300,0.0,0.0
17301,1.0,0.0
17302,0.0,0.0
17303,3.0,0.0
17304,2.0,0.0
17305,1.0,0.0
17306,0.0,0.0
17307,1.0,0.0
17308,2.0,0.0
17309,1.0,0.0
17310,0.0,0.0
17311,1.0,0.0
17312,2.0,0.0
17313,0.0,0.0
17314,1.0,0.0
17315,2.0,0.0
17316,2.0,0.0
17317,0.0,0.0
17318,3.0,0.0
17319,0.0,0.0
17320,1.0,0.0
17321,1.0,0.0
17322,3.0,0.0
17323,1.0,0.0
17324,2.0,0.0
17325,0.0,0.0
17326,0.0,0.0
17327,2.0,0.0
17328,2.0,0.0
17329,2.0,0.0
17330,1.0,0.0
17331,1.0,0.0
17332,1.0,0.0
17333,2.0,0.0
17334,0.0,0.0
17335,1.0,0.0
17336,1.0,0.0
17337,2.0,0.0
17338,2.0,0.0
17339,3.0,0.0
17340,0.0,0.0
17341,2.0,0.0
17342,0.0,0.0
17343,0.0,0.0
17344,0.0,0.0
17345,1.0,0.0
17346,1.0,0.0
17347,2.0,0.0
17348,1.0,0.0
17349,1.0,0.0
17350,0.0,0.0
17351,3.0,0.0
17352,1.0,0.0
17353,0.0,0.0
17354,2.0,0.0
17355,0.0,0.0
17356,1.0,0.0
17357,1.0,0.0
17358,3.0,0.0
17359,1.0,0.0
17360,1.0,0.0
17361,2.0,0.0
17362,1.0,0.0
17363,1.0,0.0
17364,2.0,0.0
17365,1.0,0.0
17366,0.0,0.0
17367,1.0,0.0
17368,0.0,0.0
17369,2.0,0.0
17370,3.0,0.0
17371,0.0,0.0
17372,1.0,0.0
17373,2.0,0.0
17374,1.0,0.0
17375,3.0,0.0
17376,0.0,0.0
17377,2.0,0.0
17378,0.0,0.0
17379,2.0,0.0
17380,0.0,0.0
17381,2.0,0.0
17382,0.0,0.0
17383,2.0,0.0
17384,2.0,0.0
17385,2.0,0.0
17386,0.0,0.0
17387,1.0,0.0
17388,3.0,0.0
17389,1.0,0.0
17390,1.0,0.0
17391,2.0,0.0
17392,2.0,0.0
17393,0.0,0.0
17394,1.0,0.0
17395,1.0,0.0
17396,1.0,0.0
17397,1.0,0.0
17398,2.0,0.0
17399,1.0,0.0
17400,0.0,0.0
17401,2.0,0.0
17402,0.0,0.0
17403,3.0,0.0
17404,0.0,0.0
17405,1.0,0.0
17406,1.0,0.0
17407,0.0,0.0
17408,1.0,0.0
17409,2.0,0.0
17410,1.0,0.0
17411,2.0,0.0
17412,0.0,0.0
17413,2.0,0.0
17414,0.0,0.0
17415,2.0,0.0
17416,1.0,0.0
17417,0.0,0.0
17418,0.0,0.0
17419,2.0,0.0
17420,2.0,0.0
17421,0.0,0.0
17422,0.0,0.0
17423,1.0,0.0
17424,1.0,0.0
17425,2.0,0.0
17426,1.0,0.0
17427,1.0,0.0
17428,1.0,0.0
17429,2.0,0.0
17430,2.0,0.0
17431,1.0,0.0
17432,1.0,0.0
17433,0.0,0.0
17434,1.0,0.0
17435,1.0,0.0
17436,0.0,0.0
17437,2.0,0.0
17438,2.0,0.0
17439,0.0,0.0
17440,1.0,0.0
17441,0.0,0.0
17442,1.0,0.0
17443,2.0,0.0
17444,0.0,0.0
17445,2.0,0.0
17446,2.0,0.0
17447,0.0,0.0
17448,2.0,0.0
17449,2.0,0.0
17450,2.0,0.0
17451,1.0,0.0
17452,1.0,0.0
17453,2.0,0.0
17454,1.0,0.0
17455,1.0,0.0
17456,0.0,0.0
17457,2.0,0.0
17458,0.0,0.0
17459,0.0,0.0
17460,0.0,0.0
17461,1.0,0.0
17462,0.0,0.0
17463,3.0,0.0
17464,0.0,0.0
17465,3.0,0.0
17466,0.0,0.0
17467,1.0,0.0
17468,0.0,0.0
17469,2.0,0.0
17470,1.0,0.0
17471,1.0,0.0
17472,0.0,0.0
17473,0.0,0.0
17474,1.0,0.0
17475,1.0,0.0
17476,1.0,0.0
17477,2.0,0.0
17478,0.0,0.0
17479,0.0,0.0
17480,1.0,0.0
17481,1.0,0.0
17482,0.0,0.0
17483,1.0,0.0
17484,2.0,0.0
17485,1.0,0.0
17486,1.0,0.0
17487,0.0,0.0
17488,0.0,0.0
17489,1.0,0.0
17490,0.0,0.0
17491,1.0,0.0
17492,1.0,0.0
17493,1.0,0.0
17494,1.0,0.0
17495,1.0,0.0
17496,0.0,0.0
17497,0.0,0.0
17498,0.0,0.0
17499,1.0,0.0
17500,0.0,0.0
17501,1.0,0.0
17502,3.0,0.0
17503,2.0,0.0
17504,1.0,0.0
17505,1.0,0.0
17506,1.0,0.0
17507,2.0,0.0
17508,2.0,0.0
17509,2.0,0.0
17510,3.0,0.0
17511,0.0,0.0
17512,2.0,0.0
17513,0.0,0.0
17514,0.0,0.0
17515,3.0,0.0
17516,0.0,0.0
17517,2.0,0.0
17518,3.0,0.0
17519,1.0,0.0
17520,1.0,0.0
17521,1.0,0.0
17522,3.0,0.0
17523,2.0,0.0
17524,1.0,0.0
17525,1.0,0.0
17526,1.0,0.0
17527,0.0,0.0
17528,0.0,0.0
17529,0.0,0.0
17530,0.0,0.0
17531,1.0,0.0
17532,0.0,0.0
17533,1.0,0.0
17534,3.0,0.0
17535,1.0,0.0
17536,0.0,0.0
17537,2.0,0.0
17538,0.0,0.0
17539,1.0,0.0
17540,1.0,0.0
17541,0.0,0.0
17542,1.0,0.0
17543,1.0,0.0
17544,1.0,0.0
17545,2.0,0.0
17546,0.0,0.0
17547,2.0,0.0
17548,2.0,0.0
17549,1.0,0.0
17550,3.0,0.0
17551,0.0,0.0
17552,1.0,0.0
17553,1.0,0.0
17554,1.0,0.0
17555,1.0,0.0
17556,1.0,0.0
17557,0.0,0.0
17558,2.0,0.0
17559,1.0,0.0
17560,0.0,0.0
17561,1.0,0.0
17562,0.0,0.0
17563,0.0,0.0
17564,0.0,0.0
17565,1.0,0.0
17566,2.0,0.0
17567,1.0,0.0
17568,2.0,0.0
17569,1.0,0.0
17570,2.0,0.0
17571,2.0,0.0
17572,1.0,0.0
17573,0.0,0.0
17574,1.0,0.0
17575,0.0,0.0
17576,0.0,0.0
17577,1.0,0.0
17578,1.0,0.0
17579,2.0,0.0
17580,0.0,0.0
17581,0.0,0.0
17582,2.0,0.0
17583,0.0,0.0
17584,1.0,0.0
17585,3.0,0.0
17586,3.0,0.0
17587,1.0,0.0
17588,3.0,0.0
17589,1.0,0.0
17590,2.0,0.0
17591,1.0,0.0
17592,3.0,0.0
17593,2.0,0.0
17594,1.0,0.0
17595,0.0,0.0
17596,0.0,0.0
17597,3.0,0.0
17598,2.0,0.0
17599,1.0,0.0
17600,0.0,0.0
17601,3.0,0.0
17602,2.0,0.0
17603,2.0,0.0
17604,1.0,0.0
17605,1.0,0.0
17606,0.0,0.0
17607,1.0,0.0
17608,2.0,0.0
17609,1.0,0.0
17610,0.0,0.0
17611,0.0,0.0
17612,1.0,0.0
17613,2.0,0.0
17614,1.0,0.0
17615,1.0,0.0
17616,1.0,0.0
17617,0.0,0.0
17618,1.0,0.0
17619,1.0,0.0
17620,0.0,0.0
17621,1.0,0.0
17622,2.0,0.0
17623,1.0,0.0
17624,2.0,0.0
17625,1.0,0.0
17626,0.0,0.0
17627,0.0,0.0
17628,2.0,0.0
17629,1.0,0.0
17630,1.0,0.0
17631,2.0,0.0
17632,0.0,0.0
17633,2.0,0.0
17634,2.0,0.0
17635,1.0,0.0
17636,1.0,0.0
17637,1.0,0.0
17638,0.0,0.0
17639,0.0,0.0
17640,0.0,0.0
17641,1.0,0.0
17642,1.0,0.0
17643,1.0,0.0
17644,3.0,0.0
17645,2.0,0.0
17646,1.0,0.0
17647,2.0,0.0
17648,2.0,0.0
17649,1.0,0.0
17650,2.0,0.0
17651,2.0,0.0
17652,2.0,0.0
17653,0.0,0.0
17654,1.0,0.0
17655,2.0,0.0
17656,1.0,0.0
17657,1.0,0.0
17658,0.0,0.0
17659,1.0,0.0
17660,0.0,0.0
17661,2.0,0.0
17662,2.0,0.0
17663,0.0,0.0
17664,2.0,0.0
17665,1.0,0.0
17666,1.0,0.0
17667,2.0,0.0
17668,1.0,0.0
17669,0.0,0.0
17670,1.0,0.0
17671,1.0,0.0
17672,1.0,0.0
17673,2.0,0.0
17674,0.0,0.0
17675,0.0,0.0
17676,0.0,0.0
17677,0.0,0.0
17678,2.0,0.0
17679,3.0,0.0
17680,1.0,0.0
17681,0.0,0.0
17682,0.0,0.0
17683,1.0,0.0
17684,1.0,0.0
17685,3.0,0.0
17686,1.0,0.0
17687,0.0,0.0
17688,1.0,0.0
17689,0.0,0.0
17690,3.0,0.0
17691,0.0,0.0
17692,2.0,0.0
17693,2.0,0.0
17694,0.0,0.0
17695,0.0,0.0
17696,4.0,0.0
17697,1.0,0.0
17698,2.0,0.0
17699,0.0,0.0
17700,2.0,0.0
17701,0.0,0.0
17702,0.0,0.0
17703,1.0,0.0
17704,2.0,0.0
17705,1.0,0.0
17706,1.0,0.0
17707,2.0,0.0
17708,1.0,0.0
17709,0.0,0.0
17710,1.0,0.0
17711,1.0,0.0
17712,0.0,0.0
17713,1.0,0.0
17714,2.0,0.0
17715,1.0,0.0
17716,0.0,0.0
17717,1.0,0.0
17718,2.0,0.0
17719,0.0,0.0
17720,2.0,0.0
17721,0.0,0.0
17722,0.0,0.0
17723,0.0,0.0
17724,1.0,0.0
17725,1.0,0.0
17726,1.0,0.0
17727,3.0,0.0
17728,2.0,0.0
17729,0.0,0.0
17730,2.0,0.0
17731,3.0,0.0
17732,2.0,0.0
17733,1.0,0.0
17734,1.0,0.0
17735,3.0,0.0
17736,1.0,0.0
17737,3.0,0.0
17738,1.0,0.0
17739,2.0,0.0
17740,2.0,0.0
17741,1.0,0.0
17742,1.0,0.0
17743,2.0,0.0
17744,0.0,0.0
17745,2.0,0.0
17746,0.0,0.0
17747,1.0,0.0
17748,2.0,0.0
17749,0.0,0.0
17750,0.0,0.0
17751,0.0,0.0
17752,1.0,0.0
17753,2.0,0.0
17754,2.0,0.0
17755,0.0,0.0
17756,2.0,0.0
17757,0.0,0.0
17758,1.0,0.0
17759,1.0,0.0
17760,1.0,0.0
17761,0.0,0.0
17762,1.0,0.0
17763,0.0,0.0
17764,3.0,0.0
17765,0.0,0.0
17766,1.0,0.0
17767,1.0,0.0
17768,2.0,0.0
17769,2.0,0.0
17770,2.0,0.0
17771,1.0,0.0
17772,1.0,0.0
17773,2.0,0.0
17774,0.0,0.0
17775,3.0,0.0
17776,2.0,0.0
17777,2.0,0.0
17778,0.0,0.0
17779,2.0,0.0
17780,1.0,0.0
17781,1.0,0.0
17782,0.0,0.0
17783,0.0,0.0
17784,0.0,0.0
17785,1.0,0.0
17786,0.0,0.0
17787,0.0,0.0
17788,0.0,0.0
17789,1.0,0.0
17790,0.0,0.0
17791,0.0,0.0
17792,3.0,0.0
17793,2.0,0.0
17794,1.0,0.0
17795,1.0,0.0
17796,2.0,0.0
17797,0.0,0.0
17798,1.0,0.0
17799,3.0,0.0
17800,2.0,0.0
17801,1.0,0.0
17802,2.0,0.0
17803,1.0,0.0
17804,1.0,0.0
17805,0.0,0.0
17806,0.0,0.0
17807,2.0,0.0
17808,0.0,0.0
17809,2.0,0.0
17810,0.0,0.0
17811,0.0,0.0
17812,0.0,0.0
17813,0.0,0.0
17814,2.0,0.0
17815,1.0,0.0
17816,0.0,0.0
17817,0.0,0.0
17818,1.0,0.0
17819,1.0,0.0
17820,2.0,0.0
17821,1.0,0.0
17822,0.0,0.0
17823,2.0,0.0
17824,0.0,0.0
17825,2.0,0.0
17826,2.0,0.0
17827,1.0,0.0
17828,1.0,0.0
17829,1.0,0.0
17830,3.0,0.0
17831,2.0,0.0
17832,0.0,0.0
17833,1.0,0.0
17834,1.0,0.0
17835,2.0,0.0
17836,2.0,0.0
17837,0.0,0.0
17838,0.0,0.0
17839,1.0,0.0
17840,2.0,0.0
17841,3.0,0.0
17842,1.0,0.0
17843,0.0,0.0
17844,0.0,0.0
17845,2.0,0.0
17846,2.0,0.0
17847,1.0,0.0
17848,0.0,0.0
17849,2.0,0.0
17850,1.0,0.0
17851,2.0,0.0
17852,2.0,0.0
17853,2.0,0.0
17854,2.0,0.0
17855,0.0,0.0
17856,2.0,0.0
17857,1.0,0.0
17858,0.0,0.0
17859,0.0,0.0
17860,1.0,0.0
17861,0.0,0.0
17862,2.0,0.0
17863,1.0,0.0
17864,1.0,0.0
17865,0.0,0.0
17866,1.0,0.0
17867,1.0,0.0
17868,1.0,0.0
17869,0.0,0.0
17870,2.0,0.0
17871,1.0,0.0
17872,0.0,0.0
17873,2.0,0.0
17874,0.0,0.0
17875,2.0,0.0
17876,2.0,0.0
17877,3.0,0.0
17878,1.0,0.0
17879,2.0,0.0
17880,0.0,0.0
17881,1.0,0.0
17882,0.0,0.0
17883,2.0,0.0
17884,1.0,0.0
17885,0.0,0.0
17886,1.0,0.0
17887,1.0,0.0
17888,2.0,0.0
17889,3.0,0.0
17890,1.0,0.0
17891,1.0,0.0
17892,1.0,0.0
17893,0.0,0.0
17894,2.0,0.0
17895,0.0,0.0
17896,1.0,0.0
17897,0.0,0.0
17898,0.0,0.0
17899,2.0,0.0
17900,1.0,0.0
17901,0.0,0.0
17902,2.0,0.0
17903,1.0,0.0
17904,1.0,0.0
17905,2.0,0.0
17906,3.0,0.0
17907,2.0,0.0
17908,2.0,0.0
17909,1.0,0.0
17910,2.0,0.0
17911,2.0,0.0
17912,0.0,0.0
17913,0.0,0.0
17914,2.0,0.0
17915,0.0,0.0
17916,1.0,0.0
17917,1.0,0.0
17918,1.0,0.0
17919,1.0,0.0
17920,2.0,0.0
17921,0.0,0.0
17922,0.0,0.0
17923,1.0,0.0
17924,0.0,0.0
17925,1.0,0.0
17926,1.0,0.0
17927,1.0,0.0
17928,2.0,0.0
17929,2.0,0.0
17930,0.0,0.0
17931,2.0,0.0
17932,1.0,0.0
17933,1.0,0.0
17934,0.0,0.0
17935,1.0,0.0
17936,1.0,0.0
17937,2.0,0.0
17938,1.0,0.0
17939,1.0,0.0
17940,2.0,0.0
17941,2.0,0.0
17942,0.0,0.0
17943,0.0,0.0
17944,0.0,0.0
17945,2.0,0.0
17946,1.0,0.0
17947,2.0,0.0
17948,1.0,0.0
17949,1.0,0.0
17950,0.0,0.0
17951,0.0,0.0
17952,2.0,0.0
17953,1.0,0.0
17954,2.0,0.0
17955,1.0,0.0
17956,3.0,0.0
17957,1.0,0.0
17958,2.0,0.0
17959,2.0,0.0
17960,0.0,0.0
17961,0.0,0.0
17962,1.0,0.0
17963,0.0,0.0
17964,4.0,0.0
17965,2.0,0.0
17966,0.0,0.0
17967,1.0,0.0
17968,1.0,0.0
17969,0.0,0.0
17970,0.0,0.0
17971,0.0,0.0
17972,1.0,0.0
17973,1.0,0.0
17974,2.0,0.0
17975,4.0,0.0
17976,1.0,0.0
17977,2.0,0.0
17978,1.0,0.0
17979,1.0,0.0
17980,3.0,0.0
17981,1.0,0.0
17982,2.0,0.0
17983,0.0,0.0
17984,1.0,0.0
17985,0.0,0.0
17986,1.0,0.0
17987,0.0,0.0
17988,0.0,0.0
17989,0.0,0.0
17990,2.0,0.0
17991,1.0,0.0
17992,2.0,0.0
17993,2.0,0.0
17994,0.0,0.0
17995,2.0,0.0
17996,0.0,0.0
17997,0.0,0.0
17998,1.0,0.0
17999,2.0,0.0
18000,0.0,0.0
18001,2.0,0.0
18002,0.0,0.0
18003,1.0,0.0
18004,2.0,0.0
18005,2.0,0.0
18006,2.0,0.0
18007,1.0,0.0
18008,0.0,0.0
18009,1.0,0.0
18010,0.0,0.0
18011,2.0,0.0
18012,1.0,0.0
18013,1.0,0.0
18014,2.0,0.0
18015,1.0,0.0
18016,1.0,0.0
18017,0.0,0.0
18018,0.0,0.0
18019,3.0,0.0
18020,0.0,0.0
18021,1.0,0.0
18022,1.0,0.0
18023,0.0,0.0
18024,3.0,0.0
18025,2.0,0.0
18026,0.0,0.0
18027,1.0,0.0
18028,0.0,0.0
18029,1.0,0.0
18030,0.0,0.0
18031,0.0,0.0
18032,1.0,0.0
18033,0.0,0.0
18034,0.0,0.0
18035,3.0,0.0
18036,1.0,0.0
18037,1.0,0.0
18038,1.0,0.0
18039,2.0,0.0
18040,1.0,0.0
18041,2.0,0.0
18042,0.0,0.0
18043,1.0,0.0
18044,0.0,0.0
18045,1.0,0.0
18046,1.0,0.0
18047,2.0,0.0
18048,1.0,0.0
18049,2.0,0.0
18050,0.0,0.0
18051,1.0,0.0
18052,2.0,0.0
18053,2.0,0.0
18054,1.0,0.0
18055,1.0,0.0
18056,0.0,0.0
18057,2.0,0.0
18058,1.0,0.0
18059,0.0,0.0
18060,1.0,0.0
18061,4.0,0.0
18062,3.0,0.0
18063,0.0,0.0
18064,1.0,0.0
18065,0.0,0.0
18066,2.0,0.0
18067,2.0,0.0
18068,2.0,0.0
18069,1.0,0.0
18070,0.0,0.0
18071,2.0,0.0
18072,3.0,0.0
18073,1.0,0.0
18074,1.0,0.0
18075,0.0,0.0
18076,1.0,0.0
18077,0.0,0.0
18078,0.0,0.0
18079,2.0,0.0
18080,0.0,0.0
18081,2.0,0.0
18082,1.0,0.0
18083,1.0,0.0
18084,3.0,0.0
18085,0.0,0.0
18086,2.0,0.0
18087,0.0,0.0
18088,1.0,0.0
18089,1.0,0.0
18090,1.0,0.0
18091,1.0,0.0
18092,0.0,0.0
18093,6.0,0.0
18094,1.0,0.0
18095,2.0,0.0
18096,0.0,0.0
18097,1.0,0.0
18098,1.0,0.0
18099,0.0,0.0
18100,2.0,0.0
18101,1.0,0.0
18102,2.0,0.0
18103,1.0,0.0
18104,1.0,0.0
18105,0.0,0.0
18106,3.0,0.0
18107,2.0,0.0
18108,1.0,0.0
18109,1.0,0.0
18110,0.0,0.0
18111,2.0,0.0
