N_vals,throughput,stationary
1,1.0,0.0
2,2.0,0.0
3,1.0,0.0
4,2.0,0.0
5,1.0,0.0
6,2.0,0.0
7,1.0,0.0
8,2.0,0.0
9,1.0,0.0
10,2.0,0.0
11,1.0,0.0
12,2.0,0.0
13,1.0,0.0
14,1.0,0.0
15,2.0,0.0
16,2.0,0.0
17,2.0,0.0
18,1.0,0.0
19,2.0,0.0
20,1.0,0.0
21,2.0,0.0
22,1.0,0.0
23,1.0,0.0
24,2.0,0.0
25,2.0,0.0
26,1.0,0.0
27,2.0,0.0
28,2.0,0.0
29,1.0,0.0
30,1.0,0.0
31,1.0,0.0
32,3.0,0.0
33,1.0,0.0
34,1.0,0.0
35,2.0,0.0
36,1.0,0.0
37,2.0,0.0
38,2.0,0.0
39,1.0,0.0
40,1.0,0.0
41,1.0,0.0
42,3.0,0.0
43,2.0,0.0
44,0.0,0.0
45,2.0,0.0
46,1.0,0.0
47,2.0,0.0
48,2.0,0.0
49,1.0,0.0
50,2.0,0.0
51,2.0,0.0
52,1.0,0.0
53,2.0,0.0
54,1.0,0.0
55,0.0,0.0
56,3.0,0.0
57,2.0,0.0
58,1.0,0.0
59,1.0,0.0
60,2.0,0.0
61,2.0,0.0
62,2.0,0.0
63,0.0,0.0
64,2.0,0.0
65,2.0,0.0
66,1.0,0.0
67,2.0,0.0
68,1.0,0.0
69,2.0,0.0
70,2.0,0.0
71,1.0,0.0
72,1.0,0.0
73,2.0,0.0
74,1.0,0.0
75,2.0,0.0
76,2.0,0.0
77,1.0,0.0
78,2.0,0.0
79,1.0,0.0
80,1.0,0.0
81,3.0,0.0
82,0.0,0.0
83,3.0,0.0
84,0.0,0.0
85,2.0,0.0
86,1.0,0.0
87,3.0,0.0
88,0.0,0.0
89,2.0,0.0
90,1.0,0.0
91,3.0,0.0
92,0.0,0.0
93,3.0,0.0
94,1.0,0.0
95,0.0,0.0
96,3.0,0.0
97,1.0,0.0
98,1.0,0.0
99,1.0,0.0
100,3.0,0.0
101,1.0,0.0
102,1.0,0.0
103,2.0,0.0
104,2.0,0.0
105,0.0,0.0
106,4.0,0.0
107,0.0,0.0
108,2.0,0.0
109,2.0,0.0
110,1.0,0.0
111,2.0,0.0
112,1.0,0.0
113,0.0,0.0
114,3.0,0.0
115,2.0,0.0
116,1.0,0.0
117,1.0,0.0
118,3.0,0.0
119,2.0,0.0
120,0.0,0.0
121,1.0,0.0
122,3.0,0.0
123,0.0,0.0
124,3.0,0.0
125,0.0,0.0
126,2.0,0.0
127,1.0,0.0
128,2.0,0.0
129,1.0,0.0
130,3.0,0.0
131,1.0,0.0
132,0.0,0.0
133,2.0,0.0
134,2.0,0.0
135,2.0,0.0
136,1.0,0.0
137,2.0,0.0
138,2.0,0.0
139,1.0,0.0
140,2.0,0.0
141,1.0,0.0
142,3.0,0.0
143,1.0,0.0
144,1.0,0.0
145,0.0,0.0
146,2.0,0.0
147,3.0,0.0
148,0.0,0.0
149,2.0,0.0
150,2.0,0.0
151,2.0,0.0
152,0.0,0.0
153,2.0,0.0
154,2.0,0.0
155,1.0,0.0
156,0.0,0.0
157,3.0,0.0
158,1.0,0.0
159,2.0,0.0
160,2.0,0.0
161,1.0,0.0
162,2.0,0.0
163,1.0,0.0
164,1.0,0.0
165,2.0,0.0
166,2.0,0.0
167,2.0,0.0
168,0.0,0.0
169,3.0,0.0
170,2.0,0.0
171,0.0,0.0
172,1.0,0.0
173,3.0,0.0
174,1.0,0.0
175,3.0,0.0
176,1.0,0.0
177,1.0,0.0
178,1.0,0.0
179,2.0,0.0
180,1.0,0.0
181,3.0,0.0
182,1.0,0.0
183,1.0,0.0
184,1.0,0.0
