N_vals,throughput,stationary
1,2.0,0.0
2,1.0,0.0
3,1.0,0.0
4,2.0,0.0
5,1.0,0.0
6,1.0,0.0
7,1.0,0.0
8,2.0,0.0
9,1.0,0.0
10,2.0,0.0
11,1.0,0.0
12,1.0,0.0
13,1.0,0.0
14,2.0,0.0
15,1.0,0.0
16,2.0,0.0
17,1.0,0.0
18,1.0,0.0
19,1.0,0.0
20,2.0,0.0
21,0.0,0.0
22,1.0,0.0
23,1.0,0.0
24,2.0,0.0
25,1.0,0.0
26,2.0,0.0
27,1.0,0.0
28,1.0,0.0
29,1.0,0.0
30,1.0,0.0
31,3.0,0.0
32,0.0,0.0
33,2.0,0.0
34,1.0,0.0
35,2.0,0.0
36,1.0,0.0
37,1.0,0.0
38,0.0,0.0
39,2.0,0.0
40,2.0,0.0
41,1.0,0.0
42,1.0,0.0
43,3.0,0.0
44,0.0,0.0
45,1.0,0.0
46,1.0,0.0
47,1.0,0.0
48,1.0,0.0
49,2.0,0.0
50,2.0,0.0
51,0.0,0.0
52,1.0,0.0
53,2.0,0.0
54,1.0,0.0
55,1.0,0.0
56,3.0,0.0
57,1.0,0.0
58,1.0,0.0
59,1.0,0.0
60,1.0,0.0
61,1.0,0.0
62,3.0,0.0
63,0.0,0.0
64,1.0,0.0
65,0.0,0.0
66,3.0,0.0
67,0.0,0.0
68,3.0,0.0
69,0.0,0.0
70,2.0,0.0
71,1.0,0.0
72,2.0,0.0
73,0.0,0.0
74,2.0,0.0
75,1.0,0.0
76,1.0,0.0
77,2.0,0.0
78,1.0,0.0
79,1.0,0.0
80,2.0,0.0
81,2.0,0.0
82,0.0,0.0
83,2.0,0.0
84,1.0,0.0
85,1.0,0.0
86,0.0,0.0
87,3.0,0.0
88,1.0,0.0
89,2.0,0.0
90,1.0,0.0
91,1.0,0.0
92,0.0,0.0
93,3.0,0.0
94,0.0,0.0
95,2.0,0.0
96,2.0,0.0
97,0.0,0.0
98,0.0,0.0
99,2.0,0.0
100,1.0,0.0
101,2.0,0.0
102,3.0,0.0
103,0.0,0.0
104,0.0,0.0
105,2.0,0.0
106,2.0,0.0
107,2.0,0.0
108,1.0,0.0
109,0.0,0.0
110,2.0,0.0
111,2.0,0.0
112,0.0,0.0
113,2.0,0.0
114,2.0,0.0
115,0.0,0.0
116,1.0,0.0
117,2.0,0.0
118,1.0,0.0
119,1.0,0.0
120,1.0,0.0
121,2.0,0.0
122,1.0,0.0
123,2.0,0.0
124,2.0,0.0
125,1.0,0.0
126,1.0,0.0
127,1.0,0.0
128,2.0,0.0
129,1.0,0.0
130,1.0,0.0
131,1.0,0.0
132,2.0,0.0
133,0.0,0.0
134,2.0,0.0
135,1.0,0.0
136,0.0,0.0
137,2.0,0.0
138,0.0,0.0
139,1.0,0.0
140,2.0,0.0
141,1.0,0.0
142,3.0,0.0
143,1.0,0.0
144,3.0,0.0
145,0.0,0.0
146,3.0,0.0
147,1.0,0.0
148,0.0,0.0
149,0.0,0.0
150,1.0,0.0
151,0.0,0.0
152,3.0,0.0
153,2.0,0.0
154,2.0,0.0
155,1.0,0.0
156,1.0,0.0
157,2.0,0.0
158,2.0,0.0
159,0.0,0.0
160,0.0,0.0
161,2.0,0.0
162,2.0,0.0
163,1.0,0.0
164,1.0,0.0
165,1.0,0.0
166,2.0,0.0
167,1.0,0.0
168,0.0,0.0
